InitialRPM,TargetRPM,RiseTime_s,Overshoot_pct,SettlingTime_s,SteadyRPM,SteadyError_pct,SettlingBand_RPM,Frames,DroppedFrames,BadChecksums,StepTime_s
27.072685233077404,40.97419435122675,0.33000000000000185,6.409198543154635,10.959999999999999,40.73921961754004,-0.5734700520833486,0.819483887024535,3003,0,0,15.87
