InitialRPM,TargetRPM,RiseTime_s,Overshoot_pct,SettlingTime_s,SteadyRPM,SteadyError_pct,SettlingBand_RPM,Frames,DroppedFrames,BadChecksums,StepTime_s
27.1031757956708,40.97419435122675,0.33999999999999986,10.769582851747074,9.489999999999998,40.73619190200693,-0.5808593749999982,0.819483887024535,3003,0,0,16.57
