sample,time_s,reference_q12,measured_q12,duty_q12,integral_q12,armed,fault,enabled,target_rpm,measured_rpm,duty_percent
68,0.68,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
69,0.69,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
70,0.7,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
71,0.71,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
72,0.72,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
73,0.73,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
74,0.74,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
75,0.75,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
76,0.76,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
77,0.77,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
78,0.78,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
79,0.79,1024,1137,2118,2016,1,0,1,27.3161295674845,30.33050714670886,51.708984375
80,0.8,1024,910,1907,2009,1,0,1,27.3161295674845,24.275076080479387,46.5576171875
81,0.81,1024,910,2117,2015,1,0,1,27.3161295674845,24.275076080479387,51.6845703125
82,0.82,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
83,0.83,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
84,0.84,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
85,0.85,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
86,0.86,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
87,0.87,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
88,0.88,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
89,0.89,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
90,0.9,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
91,0.91,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
92,0.92,1024,910,2118,2016,1,0,1,27.3161295674845,24.275076080479387,51.708984375
93,0.93,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
94,0.94,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
95,0.95,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
96,0.96,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
97,0.97,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
98,0.98,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
99,0.99,1024,910,2121,2019,1,0,1,27.3161295674845,24.275076080479387,51.7822265625
100,1.0,1024,1137,2127,2025,1,0,1,27.3161295674845,30.33050714670886,51.9287109375
101,1.01,1024,910,1916,2018,1,0,1,27.3161295674845,24.275076080479387,46.77734375
102,1.02,1024,1137,2126,2024,1,0,1,27.3161295674845,30.33050714670886,51.904296875
103,1.03,1024,910,1915,2017,1,0,1,27.3161295674845,24.275076080479387,46.7529296875
104,1.04,1024,1137,2125,2023,1,0,1,27.3161295674845,30.33050714670886,51.8798828125
105,1.05,1024,910,1914,2016,1,0,1,27.3161295674845,24.275076080479387,46.728515625
106,1.06,1024,910,2124,2022,1,0,1,27.3161295674845,24.275076080479387,51.85546875
107,1.07,1024,1137,2130,2028,1,0,1,27.3161295674845,30.33050714670886,52.001953125
108,1.08,1024,910,1919,2021,1,0,1,27.3161295674845,24.275076080479387,46.8505859375
109,1.09,1024,1137,2129,2027,1,0,1,27.3161295674845,30.33050714670886,51.9775390625
110,1.1,1024,910,1918,2020,1,0,1,27.3161295674845,24.275076080479387,46.826171875
111,1.11,1024,1137,2128,2026,1,0,1,27.3161295674845,30.33050714670886,51.953125
112,1.12,1024,910,1917,2019,1,0,1,27.3161295674845,24.275076080479387,46.8017578125
113,1.13,1024,1137,2127,2025,1,0,1,27.3161295674845,30.33050714670886,51.9287109375
114,1.14,1024,910,1916,2018,1,0,1,27.3161295674845,24.275076080479387,46.77734375
115,1.15,1024,1137,2126,2024,1,0,1,27.3161295674845,30.33050714670886,51.904296875
116,1.16,1024,910,1915,2017,1,0,1,27.3161295674845,24.275076080479387,46.7529296875
117,1.17,1024,910,2125,2023,1,0,1,27.3161295674845,24.275076080479387,51.8798828125
118,1.18,1024,1137,2131,2029,1,0,1,27.3161295674845,30.33050714670886,52.0263671875
119,1.19,1024,910,1920,2022,1,0,1,27.3161295674845,24.275076080479387,46.875
120,1.2,1024,1137,2130,2028,1,0,1,27.3161295674845,30.33050714670886,52.001953125
121,1.21,1024,910,1919,2021,1,0,1,27.3161295674845,24.275076080479387,46.8505859375
122,1.22,1024,1137,2129,2027,1,0,1,27.3161295674845,30.33050714670886,51.9775390625
123,1.23,1024,910,1918,2020,1,0,1,27.3161295674845,24.275076080479387,46.826171875
124,1.24,1024,1137,2128,2026,1,0,1,27.3161295674845,30.33050714670886,51.953125
125,1.25,1024,910,1917,2019,1,0,1,27.3161295674845,24.275076080479387,46.8017578125
126,1.26,1024,910,2127,2025,1,0,1,27.3161295674845,24.275076080479387,51.9287109375
127,1.27,1024,1137,2133,2031,1,0,1,27.3161295674845,30.33050714670886,52.0751953125
128,1.28,1024,910,1922,2024,1,0,1,27.3161295674845,24.275076080479387,46.923828125
129,1.29,1024,1137,2132,2030,1,0,1,27.3161295674845,30.33050714670886,52.05078125
130,1.3,1024,910,1921,2023,1,0,1,27.3161295674845,24.275076080479387,46.8994140625
131,1.31,1024,1137,2131,2029,1,0,1,27.3161295674845,30.33050714670886,52.0263671875
132,1.32,1024,910,1920,2022,1,0,1,27.3161295674845,24.275076080479387,46.875
133,1.33,1024,1137,2130,2028,1,0,1,27.3161295674845,30.33050714670886,52.001953125
134,1.34,1024,910,1919,2021,1,0,1,27.3161295674845,24.275076080479387,46.8505859375
135,1.35,1024,1137,2129,2027,1,0,1,27.3161295674845,30.33050714670886,51.9775390625
136,1.36,1024,910,1918,2020,1,0,1,27.3161295674845,24.275076080479387,46.826171875
137,1.37,1024,910,2128,2026,1,0,1,27.3161295674845,24.275076080479387,51.953125
138,1.38,1024,1137,2134,2032,1,0,1,27.3161295674845,30.33050714670886,52.099609375
139,1.39,1024,910,1923,2025,1,0,1,27.3161295674845,24.275076080479387,46.9482421875
140,1.4,1024,1137,2133,2031,1,0,1,27.3161295674845,30.33050714670886,52.0751953125
141,1.41,1024,910,1922,2024,1,0,1,27.3161295674845,24.275076080479387,46.923828125
142,1.42,1024,1137,2132,2030,1,0,1,27.3161295674845,30.33050714670886,52.05078125
143,1.43,1024,910,1921,2023,1,0,1,27.3161295674845,24.275076080479387,46.8994140625
144,1.44,1024,1137,2131,2029,1,0,1,27.3161295674845,30.33050714670886,52.0263671875
145,1.45,1024,910,1920,2022,1,0,1,27.3161295674845,24.275076080479387,46.875
146,1.46,1024,1137,2130,2028,1,0,1,27.3161295674845,30.33050714670886,52.001953125
147,1.47,1024,910,1919,2021,1,0,1,27.3161295674845,24.275076080479387,46.8505859375
148,1.48,1024,1137,2129,2027,1,0,1,27.3161295674845,30.33050714670886,51.9775390625
149,1.49,1024,910,1918,2020,1,0,1,27.3161295674845,24.275076080479387,46.826171875
150,1.5,1024,910,2128,2026,1,0,1,27.3161295674845,24.275076080479387,51.953125
151,1.51,1024,1137,2134,2032,1,0,1,27.3161295674845,30.33050714670886,52.099609375
152,1.52,1024,910,1923,2025,1,0,1,27.3161295674845,24.275076080479387,46.9482421875
153,1.53,1024,1137,2133,2031,1,0,1,27.3161295674845,30.33050714670886,52.0751953125
154,1.54,1024,910,1922,2024,1,0,1,27.3161295674845,24.275076080479387,46.923828125
155,1.55,1024,1137,2132,2030,1,0,1,27.3161295674845,30.33050714670886,52.05078125
156,1.56,1024,910,1921,2023,1,0,1,27.3161295674845,24.275076080479387,46.8994140625
157,1.57,1024,1137,2131,2029,1,0,1,27.3161295674845,30.33050714670886,52.0263671875
158,1.58,1024,910,1920,2022,1,0,1,27.3161295674845,24.275076080479387,46.875
159,1.59,1024,1137,2130,2028,1,0,1,27.3161295674845,30.33050714670886,52.001953125
160,1.6,1024,910,1919,2021,1,0,1,27.3161295674845,24.275076080479387,46.8505859375
161,1.61,1024,1137,2129,2027,1,0,1,27.3161295674845,30.33050714670886,51.9775390625
162,1.62,1024,910,1918,2020,1,0,1,27.3161295674845,24.275076080479387,46.826171875
163,1.63,1024,1137,2128,2026,1,0,1,27.3161295674845,30.33050714670886,51.953125
164,1.64,1024,910,1917,2019,1,0,1,27.3161295674845,24.275076080479387,46.8017578125
165,1.65,1024,1137,2127,2025,1,0,1,27.3161295674845,30.33050714670886,51.9287109375
166,1.66,1024,910,1916,2018,1,0,1,27.3161295674845,24.275076080479387,46.77734375
167,1.67,1024,1137,2126,2024,1,0,1,27.3161295674845,30.33050714670886,51.904296875
168,1.68,1024,910,1915,2017,1,0,1,27.3161295674845,24.275076080479387,46.7529296875
169,1.69,1024,1137,2125,2023,1,0,1,27.3161295674845,30.33050714670886,51.8798828125
170,1.7,1024,910,1914,2016,1,0,1,27.3161295674845,24.275076080479387,46.728515625
171,1.71,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
172,1.72,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
173,1.73,1024,910,2123,2021,1,0,1,27.3161295674845,24.275076080479387,51.8310546875
174,1.74,1024,1137,2129,2027,1,0,1,27.3161295674845,30.33050714670886,51.9775390625
175,1.75,1024,910,1918,2020,1,0,1,27.3161295674845,24.275076080479387,46.826171875
176,1.76,1024,1137,2128,2026,1,0,1,27.3161295674845,30.33050714670886,51.953125
177,1.77,1024,910,1917,2019,1,0,1,27.3161295674845,24.275076080479387,46.8017578125
178,1.78,1024,1137,2127,2025,1,0,1,27.3161295674845,30.33050714670886,51.9287109375
179,1.79,1024,910,1916,2018,1,0,1,27.3161295674845,24.275076080479387,46.77734375
180,1.8,1024,1137,2126,2024,1,0,1,27.3161295674845,30.33050714670886,51.904296875
181,1.81,1024,910,1915,2017,1,0,1,27.3161295674845,24.275076080479387,46.7529296875
182,1.82,1024,1137,2125,2023,1,0,1,27.3161295674845,30.33050714670886,51.8798828125
183,1.83,1024,910,1914,2016,1,0,1,27.3161295674845,24.275076080479387,46.728515625
184,1.84,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
185,1.85,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
186,1.86,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
187,1.87,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
188,1.88,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
189,1.89,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
190,1.9,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
191,1.91,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
192,1.92,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
193,1.93,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
194,1.94,1024,910,2119,2017,1,0,1,27.3161295674845,24.275076080479387,51.7333984375
195,1.95,1024,1137,2125,2023,1,0,1,27.3161295674845,30.33050714670886,51.8798828125
196,1.96,1024,910,1914,2016,1,0,1,27.3161295674845,24.275076080479387,46.728515625
197,1.97,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
198,1.98,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
199,1.99,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
200,2.0,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
201,2.01,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
202,2.02,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
203,2.03,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
204,2.04,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
205,2.05,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
206,2.06,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
207,2.07,1024,910,2119,2017,1,0,1,27.3161295674845,24.275076080479387,51.7333984375
208,2.08,1024,1137,2125,2023,1,0,1,27.3161295674845,30.33050714670886,51.8798828125
209,2.09,1024,910,1914,2016,1,0,1,27.3161295674845,24.275076080479387,46.728515625
210,2.1,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
211,2.11,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
212,2.12,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
213,2.13,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
214,2.14,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
215,2.15,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
216,2.16,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
217,2.17,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
218,2.18,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
219,2.19,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
220,2.2,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
221,2.21,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
222,2.22,1024,910,2118,2016,1,0,1,27.3161295674845,24.275076080479387,51.708984375
223,2.23,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
224,2.24,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
225,2.25,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
226,2.26,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
227,2.27,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
228,2.28,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
229,2.29,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
230,2.3,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
231,2.31,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
232,2.32,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
233,2.33,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
234,2.34,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
235,2.35,1024,910,2118,2016,1,0,1,27.3161295674845,24.275076080479387,51.708984375
236,2.36,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
237,2.37,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
238,2.38,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
239,2.39,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
240,2.4,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
241,2.41,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
242,2.42,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
243,2.43,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
244,2.44,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
245,2.45,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
246,2.46,1024,910,2119,2017,1,0,1,27.3161295674845,24.275076080479387,51.7333984375
247,2.47,1024,1137,2125,2023,1,0,1,27.3161295674845,30.33050714670886,51.8798828125
248,2.48,1024,910,1914,2016,1,0,1,27.3161295674845,24.275076080479387,46.728515625
249,2.49,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
250,2.5,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
251,2.51,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
252,2.52,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
253,2.53,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
254,2.54,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
255,2.55,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
256,2.56,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
257,2.57,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
258,2.58,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
259,2.59,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
260,2.6,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
261,2.61,1024,910,2118,2016,1,0,1,27.3161295674845,24.275076080479387,51.708984375
262,2.62,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
263,2.63,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
264,2.64,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
265,2.65,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
266,2.66,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
267,2.67,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
268,2.68,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
269,2.69,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
270,2.7,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
271,2.71,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
272,2.72,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
273,2.73,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
274,2.74,1024,910,2118,2016,1,0,1,27.3161295674845,24.275076080479387,51.708984375
275,2.75,1024,1137,2124,2022,1,0,1,27.3161295674845,30.33050714670886,51.85546875
276,2.76,1024,910,1913,2015,1,0,1,27.3161295674845,24.275076080479387,46.7041015625
277,2.77,1024,1137,2123,2021,1,0,1,27.3161295674845,30.33050714670886,51.8310546875
278,2.78,1024,910,1912,2014,1,0,1,27.3161295674845,24.275076080479387,46.6796875
279,2.79,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
280,2.8,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
281,2.81,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
282,2.82,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
283,2.83,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
284,2.84,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
285,2.85,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
286,2.86,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
287,2.87,1024,1137,2118,2016,1,0,1,27.3161295674845,30.33050714670886,51.708984375
288,2.88,1024,910,1907,2009,1,0,1,27.3161295674845,24.275076080479387,46.5576171875
289,2.89,1024,1137,2117,2015,1,0,1,27.3161295674845,30.33050714670886,51.6845703125
290,2.9,1024,910,1906,2008,1,0,1,27.3161295674845,24.275076080479387,46.533203125
291,2.91,1024,910,2116,2014,1,0,1,27.3161295674845,24.275076080479387,51.66015625
292,2.92,1024,1137,2122,2020,1,0,1,27.3161295674845,30.33050714670886,51.806640625
293,2.93,1024,910,1911,2013,1,0,1,27.3161295674845,24.275076080479387,46.6552734375
294,2.94,1024,1137,2121,2019,1,0,1,27.3161295674845,30.33050714670886,51.7822265625
295,2.95,1024,910,1910,2012,1,0,1,27.3161295674845,24.275076080479387,46.630859375
296,2.96,1024,1137,2120,2018,1,0,1,27.3161295674845,30.33050714670886,51.7578125
297,2.97,1024,910,1909,2011,1,0,1,27.3161295674845,24.275076080479387,46.6064453125
298,2.98,1024,1137,2119,2017,1,0,1,27.3161295674845,30.33050714670886,51.7333984375
299,2.99,1024,910,1908,2010,1,0,1,27.3161295674845,24.275076080479387,46.58203125
300,3.0,1024,1137,2118,2016,1,0,1,27.3161295674845,30.33050714670886,51.708984375
