InitialRPM,TargetRPM,RiseTime_s,Overshoot_pct,SettlingTime_s,SteadyRPM,SteadyError_pct,RawSteadyStd_RPM,FilteredSteadyStd_RPM,SettlingBand_RPM
27.1975018055835,40.9741943512267,0.31,6.37045040439776,0.84,40.7357650874824,-0.581901041666655,0.0766690000843787,0.0544527742951323,0.819483887024535
