InitialRPM,TargetRPM,RiseTime_s,Overshoot_pct,SettlingTime_s,SteadyRPM,SteadyError_pct,RawSteadyStd_RPM,FilteredSteadyStd_RPM,SettlingBand_RPM
27.0448089094465,40.9741943512267,0.31,6.08995903640762,0.760000000000001,40.7753387966752,-0.485319010416673,0.0693221632298656,0.0419204688042165,0.819483887024535
