Metric,Mean,Std,Minimum,Maximum,Trials
RiseTime_s,0.306666666666667,0.00577350269189626,0.3,0.31,3
Overshoot_pct,6.59053062823598,0.639666422009856,6.08995903640762,7.31118244390255,3
SettlingTime_s,0.82,0.0529150262212909,0.760000000000001,0.859999999999999,3
SteadyError_pct,-0.505588107638889,0.0684668235206542,-0.581901041666655,-0.44954427083334,3
RawSteadyStd_RPM,0.0800766409068859,0.0128030544495329,0.0693221632298656,0.0942387594064135,3
FilteredSteadyStd_RPM,0.0552992783529314,0.0138215169439597,0.0419204688042165,0.0695245919594455,3
