sample,time_s,reference_q12,measured_q12,duty_q12,integral_q12,armed,fault,enabled,target_rpm,measured_rpm,duty_percent
32,0.32,1024,1016,2020,2014,1,0,1,27.3161295674845,27.102722305238526,49.31640625
33,0.33,1024,1014,2021,2014,1,0,1,27.3161295674845,27.04937048967703,49.3408203125
34,0.34,1024,1015,2022,2014,1,0,1,27.3161295674845,27.07604639745778,49.365234375
35,0.35,1024,1013,2022,2014,1,0,1,27.3161295674845,27.022694581896285,49.365234375
36,0.36,1024,1017,2023,2014,1,0,1,27.3161295674845,27.12939821301927,49.3896484375
37,0.37,1024,1017,2020,2014,1,0,1,27.3161295674845,27.12939821301927,49.31640625
38,0.38,1024,1015,2020,2014,1,0,1,27.3161295674845,27.07604639745778,49.31640625
39,0.39,1024,1016,2022,2014,1,0,1,27.3161295674845,27.102722305238526,49.365234375
40,0.4,1024,1014,2021,2014,1,0,1,27.3161295674845,27.04937048967703,49.3408203125
41,0.41,1024,1016,2022,2014,1,0,1,27.3161295674845,27.102722305238526,49.365234375
42,0.42,1024,1017,2021,2014,1,0,1,27.3161295674845,27.12939821301927,49.3408203125
43,0.43,1024,1016,2020,2014,1,0,1,27.3161295674845,27.102722305238526,49.31640625
44,0.44,1024,1016,2021,2014,1,0,1,27.3161295674845,27.102722305238526,49.3408203125
45,0.45,1024,1016,2021,2014,1,0,1,27.3161295674845,27.102722305238526,49.3408203125
46,0.46,1024,1017,2021,2014,1,0,1,27.3161295674845,27.12939821301927,49.3408203125
47,0.47,1024,1016,2020,2014,1,0,1,27.3161295674845,27.102722305238526,49.31640625
48,0.48,1024,1017,2021,2014,1,0,1,27.3161295674845,27.12939821301927,49.3408203125
49,0.49,1024,1015,2020,2014,1,0,1,27.3161295674845,27.07604639745778,49.31640625
50,0.5,1024,1016,2022,2014,1,0,1,27.3161295674845,27.102722305238526,49.365234375
51,0.51,1024,1020,2021,2014,1,0,1,27.3161295674845,27.209425936361512,49.3408203125
52,0.52,1024,1017,2017,2014,1,0,1,27.3161295674845,27.12939821301927,49.2431640625
53,0.53,1024,1018,2020,2014,1,0,1,27.3161295674845,27.156074120800017,49.31640625
54,0.54,1024,1016,2019,2014,1,0,1,27.3161295674845,27.102722305238526,49.2919921875
55,0.55,1024,1017,2021,2014,1,0,1,27.3161295674845,27.12939821301927,49.3408203125
56,0.56,1024,1020,2020,2014,1,0,1,27.3161295674845,27.209425936361512,49.31640625
57,0.57,1024,1017,2017,2014,1,0,1,27.3161295674845,27.12939821301927,49.2431640625
58,0.58,1024,1019,2020,2014,1,0,1,27.3161295674845,27.182750028580767,49.31640625
59,0.59,1024,1016,2018,2014,1,0,1,27.3161295674845,27.102722305238526,49.267578125
60,0.6,1024,1017,2021,2014,1,0,1,27.3161295674845,27.12939821301927,49.3408203125
61,0.61,1024,1021,2020,2014,1,0,1,27.3161295674845,27.236101844142258,49.31640625
62,0.62,1024,1016,2016,2014,1,0,1,27.3161295674845,27.102722305238526,49.21875
63,0.63,1024,1019,2021,2014,1,0,1,27.3161295674845,27.182750028580767,49.3408203125
64,0.64,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
65,0.65,1024,1017,2018,2014,1,0,1,27.3161295674845,27.12939821301927,49.267578125
66,0.66,1024,1018,2020,2014,1,0,1,27.3161295674845,27.156074120800017,49.31640625
67,0.67,1024,1017,2019,2014,1,0,1,27.3161295674845,27.12939821301927,49.2919921875
68,0.68,1024,1018,2020,2014,1,0,1,27.3161295674845,27.156074120800017,49.31640625
69,0.69,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
70,0.7,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
71,0.71,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
72,0.72,1024,1018,2018,2014,1,0,1,27.3161295674845,27.156074120800017,49.267578125
73,0.73,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
74,0.74,1024,1018,2018,2014,1,0,1,27.3161295674845,27.156074120800017,49.267578125
75,0.75,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
76,0.76,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
77,0.77,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
78,0.78,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
79,0.79,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
80,0.8,1024,1020,2018,2014,1,0,1,27.3161295674845,27.209425936361512,49.267578125
81,0.81,1024,1018,2017,2014,1,0,1,27.3161295674845,27.156074120800017,49.2431640625
82,0.82,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
83,0.83,1024,1023,2018,2014,1,0,1,27.3161295674845,27.289453659703753,49.267578125
84,0.84,1024,1019,2014,2014,1,0,1,27.3161295674845,27.182750028580767,49.169921875
85,0.85,1024,1022,2018,2014,1,0,1,27.3161295674845,27.262777751923004,49.267578125
86,0.86,1024,1018,2015,2014,1,0,1,27.3161295674845,27.156074120800017,49.1943359375
87,0.87,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
88,0.88,1024,1023,2018,2014,1,0,1,27.3161295674845,27.289453659703753,49.267578125
89,0.89,1024,1018,2014,2014,1,0,1,27.3161295674845,27.156074120800017,49.169921875
90,0.9,1024,1022,2019,2014,1,0,1,27.3161295674845,27.262777751923004,49.2919921875
91,0.91,1024,1021,2015,2014,1,0,1,27.3161295674845,27.236101844142258,49.1943359375
92,0.92,1024,1020,2016,2014,1,0,1,27.3161295674845,27.209425936361512,49.21875
93,0.93,1024,1020,2017,2014,1,0,1,27.3161295674845,27.209425936361512,49.2431640625
94,0.94,1024,1018,2017,2014,1,0,1,27.3161295674845,27.156074120800017,49.2431640625
95,0.95,1024,1020,2019,2014,1,0,1,27.3161295674845,27.209425936361512,49.2919921875
96,0.96,1024,1021,2017,2014,1,0,1,27.3161295674845,27.236101844142258,49.2431640625
97,0.97,1024,1020,2016,2014,1,0,1,27.3161295674845,27.209425936361512,49.21875
98,0.98,1024,1020,2017,2014,1,0,1,27.3161295674845,27.209425936361512,49.2431640625
99,0.99,1024,1019,2017,2014,1,0,1,27.3161295674845,27.182750028580767,49.2431640625
100,1.0,1024,1020,2018,2014,1,0,1,27.3161295674845,27.209425936361512,49.267578125
101,1.01,1024,1019,2017,2014,1,0,1,27.3161295674845,27.182750028580767,49.2431640625
102,1.02,1024,1020,2018,2014,1,0,1,27.3161295674845,27.209425936361512,49.267578125
103,1.03,1024,1018,2017,2014,1,0,1,27.3161295674845,27.156074120800017,49.2431640625
104,1.04,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
105,1.05,1024,1023,2018,2014,1,0,1,27.3161295674845,27.289453659703753,49.267578125
106,1.06,1024,1019,2014,2014,1,0,1,27.3161295674845,27.182750028580767,49.169921875
107,1.07,1024,1021,2018,2014,1,0,1,27.3161295674845,27.236101844142258,49.267578125
108,1.08,1024,1018,2016,2014,1,0,1,27.3161295674845,27.156074120800017,49.21875
109,1.09,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
110,1.1,1024,1023,2018,2014,1,0,1,27.3161295674845,27.289453659703753,49.267578125
111,1.11,1024,1018,2014,2014,1,0,1,27.3161295674845,27.156074120800017,49.169921875
112,1.12,1024,1021,2019,2014,1,0,1,27.3161295674845,27.236101844142258,49.2919921875
113,1.13,1024,1017,2016,2014,1,0,1,27.3161295674845,27.12939821301927,49.21875
114,1.14,1024,1019,2020,2014,1,0,1,27.3161295674845,27.182750028580767,49.31640625
115,1.15,1024,1022,2018,2014,1,0,1,27.3161295674845,27.262777751923004,49.267578125
116,1.16,1024,1018,2015,2014,1,0,1,27.3161295674845,27.156074120800017,49.1943359375
117,1.17,1024,1022,2019,2014,1,0,1,27.3161295674845,27.262777751923004,49.2919921875
118,1.18,1024,1021,2015,2014,1,0,1,27.3161295674845,27.236101844142258,49.1943359375
119,1.19,1024,1019,2016,2014,1,0,1,27.3161295674845,27.182750028580767,49.21875
120,1.2,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
121,1.21,1024,1018,2018,2014,1,0,1,27.3161295674845,27.156074120800017,49.267578125
122,1.22,1024,1019,2019,2014,1,0,1,27.3161295674845,27.182750028580767,49.2919921875
123,1.23,1024,1020,2018,2014,1,0,1,27.3161295674845,27.209425936361512,49.267578125
124,1.24,1024,1019,2017,2014,1,0,1,27.3161295674845,27.182750028580767,49.2431640625
125,1.25,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
126,1.26,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
127,1.27,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
128,1.28,1024,1019,2018,2014,1,0,1,27.3161295674845,27.182750028580767,49.267578125
