Metric,Mean,Std,Minimum,Maximum,Trials
RiseTime_s,0.3266666666666672,0.015275252316519607,0.31,0.33999999999999986,3
Overshoot_pct,7.86659379830057,2.514069191951286,6.409198543154635,10.769582851747074,3
SettlingTime_s,8.399999999999999,3.2453197069010007,4.75,10.959999999999999,3
SteadyRPM,40.73620383984899,0.0030098265259223887,40.7332,40.73921961754004,3
SteadyError_pct,-0.5807764756944489,0.007265328680541305,-0.588,-0.5734700520833486,3
