InitialRPM,TargetRPM,RiseTime_s,Overshoot_pct,SettlingTime_s,SteadyRPM,SteadyError_pct,RawSteadyStd_RPM,FilteredSteadyStd_RPM,SettlingBand_RPM
27.1458305722122,40.9741943512267,0.3,7.31118244390255,0.859999999999999,40.7899972080007,-0.44954427083334,0.0942387594064135,0.0695245919594455,0.819483887024535
